task_id,part,status,owner,evidence,notes
MM-025,13-multimodal-work-package.md,done,Backend,docs/evidence/WP13-F-visual-query-security.md,Every hydrated visual asset is freshly SQL VIEW-reauthorized and lifecycle-trimmed
MM-026,13-multimodal-work-package.md,done,Backend/Security,docs/evidence/WP13-F-visual-query-security.md,Protected preview endpoint streams only authorized active derivatives and hides missing/unauthorized assets
MM-027,13-multimodal-work-package.md,done,Backend/Security,docs/evidence/WP13-F-visual-query-security.md,Bounded ephemeral image-query API validates/normalizes and cleans up without corpus persistence or provider egress
MM-028,13-multimodal-work-package.md,in_progress,Backend,docs/evidence/WP13-C-multimodal-context-manifest.md,Mixed text/visual manifest builder enforces exact lineage and fresh ACL callback; full visual persistence and endpoint wiring remain gated by MM-023-MM-027
MM-029,13-multimodal-work-package.md,in_progress,Backend + Security,docs/evidence/WP13-X-visual-evidence-injection-boundary.md,Visual evidence serialized as bounded inert untrusted data with checksum/page lineage; provider/resource and security gates remain
MM-030,13-multimodal-work-package.md,in_progress,Backend + Security,backend-plan/evidence/WP13-C-visual-generation-gate.md,Independent generation flags and fail-closed egress boundary added; provider adapter remains gated by MM-028/029 and approval
MM-031,13-multimodal-work-package.md,done,Backend,docs/evidence/WP13-L-visual-release-contracts.md,Visual citations require authorized document/version/page/asset lineage
MM-032,13-multimodal-work-package.md,in_progress,Backend + QA + Security,docs/evidence/WP13-L-visual-release-contracts.md,Corpus schema and exact 600-case validator are implemented; adjudicated corpus remains a data-owner deliverable
MM-033,13-multimodal-work-package.md,in_progress,Backend + QA,docs/evidence/WP13-L-visual-release-contracts.md,Evaluation report contract covers recall grounding abstention security leakage and p95 latency; signed run evidence remains open
MM-034,13-multimodal-work-package.md,in_progress,Backend + QA + Platform,docs/evidence/WP13-L-visual-release-contracts.md,Bake-off promotion evidence remains gated by approved models corpus and target hardware
MM-035,13-multimodal-work-package.md,in_progress,QA + Platform,docs/evidence/WP13-L-visual-release-contracts.md,Load/stress/soak report contract remains open pending approved model/index and capacity environment
MM-036,13-multimodal-work-package.md,in_progress,Backend,docs/evidence/WP13-L-visual-release-contracts.md,Bounded resumable idempotent backfill cursor contract is implemented; authoritative production run remains open
MM-037,13-multimodal-work-package.md,in_progress,Backend + QA,docs/evidence/WP13-L-visual-release-contracts.md,Shadow overlap/disagreement/latency aggregation contract is implemented; approved visual shadow window remains open
MM-038,13-multimodal-work-package.md,in_progress,Platform + QA,docs/evidence/WP13-L-visual-release-contracts.md,Canary threshold and rollback decision contract is implemented; deployment canary and image-query upload evidence remain open
MM-039,13-multimodal-work-package.md,in_progress,Platform + Backend,docs/evidence/WP13-L-visual-release-contracts.md,Visual citation/rebuild/backfill safety primitives exist; witnessed rollback restore rebuild and deletion drills remain open
MM-040,13-multimodal-work-package.md,in_progress,Backend/Platform,docs/evidence/WP13-G-operations-and-performance.md,Redacted visual telemetry and bounded feedback intake are implemented; deployment dashboard/alert sink wiring remains
MM-041,13-multimodal-work-package.md,done,Backend/Security,docs/evidence/WP13-G-operations-and-performance.md,Reviewable immutable visual model BOM validates remote-code policy and rejects approved entries without artifact digest
MM-042,13-multimodal-work-package.md,done,Backend/Platform/Security,docs/evidence/WP13-G-operations-and-performance.md,Visual ingest/rebuild/model-change/rollback/deletion/privacy incident runbook is documented
API-003,14-api-performance-capacity.md,in_progress,Backend,docs/evidence/WP14-B-api-error-envelope.md,Canonical safe correlated envelope implemented; ASGI HTTP contract test passes for 401/413; TestClient lifespan and synchronous PBKDF2 login remain sandbox-blocked, with CI consumer review required
API-004,14-api-performance-capacity.md,done,Backend,docs/evidence/WP14-E-document-cursor-pagination.md,Documents audit duplicates users and ingestion jobs expose bounded opaque keyset cursor endpoints
API-005,14-api-performance-capacity.md,in_progress,Backend,docs/evidence/WP14-A-request-body-admission.md,Backend-wide body admission and explicit upload exception are implemented; query batch pagination timeout and measured capacity bounds remain open
API-006,14-api-performance-capacity.md,in_progress,Backend,docs/evidence/WP14-D-idempotency-upload-replay.md,Upload Idempotency-Key replay is durable and regression-tested; folder-import and other retry-sensitive mutation routes plus HTTP-level replay coverage remain open
SEARCH-001,14-api-performance-capacity.md,done,Backend,docs/evidence/WP14-C-plain-text-search-snippets.md,Search responses retain plain-text snippets and add bounded stable half-open match_ranges offsets; unit, authorization, Ruff, and mypy checks pass
DOCAPI-001,14-api-performance-capacity.md,done,Backend,docs/evidence/WP14-B-document-version-api.md,Authorized version upload/list/download routes use quarantine validation durable ingestion jobs transactional audit and action-specific ACL checks
DOCAPI-002,14-api-performance-capacity.md,done,Backend + Security,docs/evidence/WP08-E-retire-eval-docapi.md,Authorized metadata replacement and folder move use atomic expected_updated_at concurrency checks and audited policy invalidation
DB-001,14-api-performance-capacity.md,done,Backend,docs/evidence/WP14-F-database-query-efficiency-and-aggregates.md,Document class/version hydration and admin role lists use bounded bulk/eager loading; focused query-count tests pass
DB-002,14-api-performance-capacity.md,done,Backend + Security,docs/evidence/WP14-F-database-query-efficiency-and-aggregates.md,Dashboard and duplicate statistics remain constrained to exact authorized IDs with hidden-member isolation tests passing
PERF-001,14-api-performance-capacity.md,in_progress,Service owner/Platform,docs/evidence/WP13-G-operations-and-performance.md,D-08 workload/hardware profile script and baseline exist; approval and signed target measurement remain open
PERF-002,14-api-performance-capacity.md,in_progress,QA/Platform,docs/evidence/WP13-G-operations-and-performance.md,Bounded HTTP load harness exists; API/search/upload/worker/audit run and SLO evidence remain open
PERF-003,14-api-performance-capacity.md,in_progress,QA/Platform,docs/evidence/WP13-G-operations-and-performance.md,Stress/soak harness foundations exist; saturation and safe-limit measurements remain open
PERF-004,14-api-performance-capacity.md,in_progress,Platform/Backend,docs/evidence/WP13-G-operations-and-performance.md,Measured-capacity limit derivation is implemented; deployment values await PERF-003 evidence
OBS-001,15-operations-release.md,done,Backend + Security,docs/evidence/WP11-B-structured-redacted-logging.md,Allowlisted structured API provider extraction and audit events correlate request user-safe actor document and job identifiers without protected content
OBS-002,15-operations-release.md,in_progress,Backend,docs/evidence/WP15-B-release-critical-metrics.md,Stable release-metrics endpoint and durable queue/drift sections added; production collectors for latency auth stage resources provider and lane quality remain gated
OBS-003,15-operations-release.md,done,Backend,docs/evidence/WP11-A-redacted-traces.md,Redacted trace span convention covers API SQL object storage retrieval fusion worker stages and approved model calls with focused safety tests
ALERT-001,15-operations-release.md,in_progress,Backend/Platform/Security,backend/ops/alert-catalog.md,Alert catalogue and ownership are documented; responder delivery/test evidence remains open
DEPLOY-001,15-operations-release.md,done,Platform + Security,docs/evidence/WP11-A-non-root-deployment.md,Runtime UID 10001 has zero capabilities no-new-privileges and private production networks with local image/runtime proof
DEPLOY-002,15-operations-release.md,in_progress,Platform/Backend,backend/release/configuration-manifest.json;backend/scripts/check_release_manifest.py,Manifest validation is fail-closed; real image/application/model digests remain open
DEPLOY-003,15-operations-release.md,in_progress,Platform/Security,backend/ops/deployment-and-rollback.md,Compose hardening and managed-secret mount are present; real TLS/secret-manager/egress review remains open
DEPLOY-004,15-operations-release.md,done,Backend + Platform,backend-plan/evidence/WP15-A-bounded-process-roles.md,Compose and app.ops provide separate web/worker/migrate/maintenance/backup roles with bounded commands and backup quiescence gate
OPS-001,15-operations-release.md,in_progress,Platform/Backend,backend/ops/README.md;backend/ops/deployment-and-rollback.md;backend/ops/backup-restore.md;backend/ops/incident-response.md,Core runbooks are documented; witnessed staging execution remains open
OPS-002,15-operations-release.md,in_progress,Platform,backend/ops/dashboard.md,Dashboard specification exists; live dashboard wiring and SLO evidence remain open
SEC-003,15-operations-release.md,in_progress,Security,backend/ops/threat-model-and-testing.md,Threat model and pentest plan exist; signed scan/pentest/retest evidence remains open
DOC-001,15-operations-release.md,in_progress,Backend,docs/evidence/WP15-A-operations-release-controls.md,Architecture and operations documentation updated; API/config/bootstrap/worker documentation review remains
RELEASE-001,15-operations-release.md,in_progress,Platform/Backend,backend/release/configuration-manifest.json;backend/scripts/check_release_manifest.py,Release manifest and validator exist; immutable real digests and approval evidence remain open
RELEASE-002,15-operations-release.md,in_progress,Platform,docs/evidence/WP15-A-operations-release-controls.md,Coordinated backup role and restore runbooks exist; witnessed pre-cutover restore point remains open
RELEASE-003,15-operations-release.md,in_progress,Platform,docs/evidence/WP15-A-operations-release-controls.md,Maintenance/read-only procedure is documented; production entry and no-write evidence remain open
RELEASE-004,15-operations-release.md,in_progress,Backend + Platform,docs/evidence/WP15-C-release-maturity-gates.md,Tested migration checksum and reviewed-repair gate contracts are implemented; staging/production execution remains
RELEASE-005,15-operations-release.md,in_progress,Backend,docs/evidence/WP15-C-release-maturity-gates.md,Derived-data reconciliation/rebuild gate contracts are implemented; authoritative retrieval rebuild evidence remains
RELEASE-006,15-operations-release.md,in_progress,Backend + Platform,docs/evidence/WP15-C-release-maturity-gates.md,Immutable release manifest validates text/page/image lanes; approved deployment remains gated
RELEASE-007,15-operations-release.md,in_progress,QA + Security,docs/evidence/WP15-C-release-maturity-gates.md,Smoke and ACL gate contract exists; production probes and query-image privacy evidence remain
RELEASE-008,15-operations-release.md,in_progress,Platform,docs/evidence/WP15-C-release-maturity-gates.md,Traffic and feature-flag manifest bounds exist; staged production observation remains
RELEASE-009,15-operations-release.md,in_progress,All owners,docs/evidence/WP15-C-release-maturity-gates.md,Readiness score/signature gate exists; required owner signoff and no-P0/P1 evidence remain
MAT-001,16-operational-maturity-rating.md,done,Service owner + Platform,docs/evidence/WP15-C-release-maturity-gates.md,Declared single-site/on-prem profile and score ceiling are captured by approved ADRs; rating remains evidence-relative
MAT-002,16-operational-maturity-rating.md,done,QA + Platform,docs/evidence/WP15-C-release-maturity-gates.md,Append-only hash-chained evidence ledger contract verifies tampering
MAT-003,16-operational-maturity-rating.md,in_progress,Service owner + Platform,docs/evidence/WP15-C-release-maturity-gates.md,Service objective schema covers availability latency freshness recovery support and requires ratification
MAT-004,16-operational-maturity-rating.md,in_progress,Service owner + QA + Security,docs/evidence/WP15-C-release-maturity-gates.md,Retrieval grounding abstention ACL and safety objective schema exists; thresholds require approval
MAT-005,16-operational-maturity-rating.md,in_progress,Platform + Service owner,docs/evidence/WP15-C-release-maturity-gates.md,Error-budget freeze decision contract exists; recurring report and production policy remain
MAT-006,16-operational-maturity-rating.md,in_progress,QA/Data owner,backend/scripts/check_maturity_artifacts.py,Synthetic evaluation/adjudication rubric added; recurring privacy-safe sampling and adjudicated evidence remain
MAT-007,16-operational-maturity-rating.md,in_progress,Backend/QA,backend/scripts/check_maturity_artifacts.py,Corpus/model/index/quality drift thresholds added; production baselines and alert evidence remain
MAT-008,16-operational-maturity-rating.md,in_progress,Support/Security/Data owner,backend/scripts/check_maturity_artifacts.py,Feedback/appeal/unsafe-result workflow added; operating cases, SLAs, and dispositions remain
MAT-009,16-operational-maturity-rating.md,in_progress,Platform/QA,backend/scripts/check_maturity_artifacts.py,Canary/promotion/rollback policy added; measured production canary evidence remains
MAT-010,16-operational-maturity-rating.md,in_progress,Security/Platform,backend/scripts/check_maturity_artifacts.py,AI/retrieval incident taxonomy added; witnessed tabletop evidence remains
MAT-011,16-operational-maturity-rating.md,in_progress,All owners,backend/scripts/check_maturity_artifacts.py,RCA and corrective-action tracking template added; closure history remains
MAT-012,16-operational-maturity-rating.md,in_progress,Platform/Backend,backend/scripts/check_maturity_artifacts.py,Restore/rebuild/revocation/deletion exercise contracts added; witnessed RPO/RTO evidence remains
MAT-013,16-operational-maturity-rating.md,in_progress,Security/QA,backend/scripts/check_maturity_artifacts.py,Quarterly prompt-injection/poisoning/leakage/abuse exercise plan added; execution evidence remains
MAT-014,16-operational-maturity-rating.md,in_progress,Backend/Platform,backend/scripts/check_maturity_artifacts.py,Model/index upgrade and rollback exercise contract added; witnessed exercise remains
MAT-015,16-operational-maturity-rating.md,in_progress,Platform/Security,backend/maturity/exercises/provider-unavailability-and-no-egress.md,No-egress/provider and model-artifact failure exercise is documented; witnessed execution and recovery evidence remain open
MAT-016,16-operational-maturity-rating.md,in_progress,Service owner/Security,backend/maturity/reviews/independent-assurance-review.md,Independent assurance scope and cadence are documented; commissioned signed review remains open
MAT-017,16-operational-maturity-rating.md,in_progress,QA/All owners,backend/maturity/reviews/quarterly-score-review-template.json,Quarterly score, blocker-cap, expiry, and eligibility template is present; completed quarterly review remains open
MAT-018,16-operational-maturity-rating.md,in_progress,All owners,backend/maturity/reviews/annual-capacity-risk-architecture-review.md,Annual review scope and signed-decision requirements are documented; 12-month evidence review remains open
MAT-019,16-operational-maturity-rating.md,in_progress,Service owner/Audit/Security,backend/maturity/reviews/independent-10-of-10-panel.md,Independent six-quarter 10/10 panel charter is documented; complete evidence set and panel decision remain open
